TWR-539;Akzo Nobel Salt B.V.;Mijnbouwwerk Naam;-;Boorterrein Hengelo
TWR-539;Akzo Nobel Salt B.V.;Mijnbouwwerk Code;-;TWR
TWR-540;Akzo Nobel Salt B.V.;Boorgatnaam;TWENTHE-RIJN-540;TWENTE-RIJN-540
TWR-ON1;Akzo Nobel Salt B.V.;Boorgatstatus;-;Observing
TWR-ON2;Akzo Nobel Salt B.V.;Boorgatstatus;-;Abandoned
UHM-01-S1;NAM;Boorgatstatus;Closed-in;Observing
UHM-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
UHM-OBS;NAM;Boorgatstatus;-;Abandoned
URE-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
URE-101-S1;NAM;Boorgatstatus;Producing;Closed-in
URE-103;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
URE-103-S1;NAM;Boorgatstatus;Closed-in;Abandoned
URE-201;NAM;Boorgatstatus;Plugged and abandoned;Plugged back and sidetracked
URE-201-S1;NAM;Boorgatstatus;Producing;Producing/Injecting
URS-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
USQ-01;NAM;Boorgatstatus;Closed-in;Suspended
UTB-01-S1;NAM;Boorgatstatus;Plugged back;Abandoned
UTB-01-S2;NAM;Boorgatstatus;Producing;Closed-in
VAL-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VDB-GT-01-S1;A.G. van den Bosch B.V.;Boorgatstatus;Producing;Producing/Injecting
VDB-GT-02-S1;A.G. van den Bosch B.V.;Boorgatstatus;Producing;Producing/Injecting
VDB-GT-03;A.G. van den Bosch B.V.;Boorgatstatus;Producing;Producing/Injecting
VDB-GT-04;A.G. van den Bosch B.V.;Boorgatstatus;Producing;Producing/Injecting
VDM-01;NEDMAG;Boorgatstatus;Plugged and abandoned;Abandoned
VDM-03;Shell Delfstoffen;Boorgatstatus;Producing;Producing/Injecting
VDM-04;Shell Delfstoffen;Huidige eigenaar;Shell Delfstoffen;Nedmag Industries Mining & Manufacturing B.V.
VDM-04;Shell Delfstoffen;Boorgatstatus;Producing;Plugged back and sidetracked
VDP-01;Rijksopsporing van Delfstoffen;Boorgatstatus;Plugged and abandoned;Abandoned
VDP-02;Rijksopsporing van Delfstoffen;Boorgatstatus;Plugged and abandoned;Abandoned
VDP-03;Rijksopsporing van Delfstoffen;Boorgatstatus;Plugged and abandoned;Abandoned
VEH-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VEH-01-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VHN-01-S3;NAM;Boorgatstatus;Producing;Producing/Injecting
VHN-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VHN-03;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VHN-03-S1;NAM;Boorgatstatus;Closed-in;Abandoned
VHZ-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VKG-01;Vermilion;Opdrachtgever;Vermilion;Vermilion Oil & Gas Netherlands B.V.
VKG-01;Vermilion;Huidige eigenaar;Vermilion;Vermilion Energy Netherlands B.V.
VKG-01;Vermilion;Boorgatstatus;Producing;Producing/Injecting
VKG-02;Vermilion;Opdrachtgever;Vermilion;Vermilion Oil & Gas Netherlands B.V.
VKG-02;Vermilion;Huidige eigenaar;Vermilion;Vermilion Energy Netherlands B.V.
VKG-02;Vermilion;Boorgatstatus;-;Producing/Injecting
VLN-01-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VLO-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VLR-01;NAM;Boorgatstatus;Plugged and abandoned;Suspended
VLV-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VLW-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VLW-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VLW-03;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
VLW-03-S1;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
VLW-03-S2;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
VLW-03-S3;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
VLW-03-S4;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
VLW-03-S5;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VNW-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VRD-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VRD-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VRE-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VRK-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VRS-05;NAM;Boorgatstatus;Plugged and abandoned;Technisch mislukt en sidetracked
VRS-06;NAM;Boorgatstatus;Plugged and abandoned;Plugged back and sidetracked
VRS-06-S1;NAM;Boorgatstatus;Closed-in;Abandoned
VRS-09;NAM;Boorgatstatus;-;Closed-in
VRS-101;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VRS-201;NAM;Boorgatstatus;Producing;Producing/Injecting
VRS-202;NAM;Boorgatstatus;Closed-in;Producing/Injecting
VRS-402;NAM;Boorgatstatus;Producing;Producing/Injecting
VRV-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
VTM-01;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
VTM-01-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAA-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAA-01-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAH-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAH-02;TAQA;Boorgatstatus;-;Abandoned
WAH-02-S1;TAQA;Boorgatstatus;-;Abandoned
WAK-01;TAQA;Boorgatstatus;Plugged and abandoned;Abandoned
WAP-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-02-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-03;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-04;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-04-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-05;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-06;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-06-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-07;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
WAS-07-S1;NAM;Boorgatstatus;-;Abandoned
WAS-07-S2;NAM;Boorgatstatus;-;Abandoned
WAS-08;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-08-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-09;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-09-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-10;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-10-S1;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
WAS-10-S2;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
WAS-10-S3;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-10-S4;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
WAS-10-S5;NAM;Boorgatstatus;-;Abandoned
WAS-12;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-13;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-14;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-15;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-15-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-16;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-17;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-17-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-19;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
WAS-19-S1;NAM;Boorgatstatus;-;Abandoned
WAS-20;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-21;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-22;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-23;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-23-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-23-S2;NAM;Boorgatstatus;Closed-in;Abandoned
WAS-24;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
WAS-24-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-25;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-26;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
WAS-26-S1;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
WAS-26-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-27;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-28;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
WAS-28-S1;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
WAS-28-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-28-S3;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-29;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-30;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-30-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-32;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-32-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-34;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-34-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-36;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-37;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-38;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-38-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-39;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-40;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-41;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-42;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-42-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-43;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
WAS-43-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-44;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-44-S1;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
WAS-44-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAS-45;NAM;Boorgatstatus;Water injecting;Abandoned
WAS-46;NAM;Boorgatstatus;Water injecting;Abandoned
WAV-02;NAM;Boorgatstatus;Closed-in;Abandoned
WAV-03;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAV-04;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAV-05;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAV-06;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAV-08;NAM;Boorgatstatus;Producing;Producing/Injecting
WAV-09;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAV-11;NAM;Boorgatstatus;Producing;Producing/Injecting
WAV-12;NAM;Boorgatstatus;Producing;Producing/Injecting
WAV-14-S1;NAM;Boorgatstatus;Plugged back and sidetracked;Technisch mislukt en sidetracked
WAV-14-S2;NAM;Boorgatstatus;Producing;Producing/Injecting
WAV-15;NAM;Boorgatstatus;Producing;Producing/Injecting
WAV-16;NAM;Boorgatstatus;Producing;Producing/Injecting
WAV-17;NAM;Boorgatstatus;Plugged back and sidetracked;Technisch mislukt en sidetracked
WAV-17-S1;NAM;Boorgatstatus;Producing;Producing/Injecting
WAV-18;NAM;Boorgatstatus;Producing;Producing/Injecting
WAV-19;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAV-20;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAW-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WAZ-01;NAM;Boorgatstatus;Closed-in;Abandoned
WBL-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WBMS-01;NAM;Boorgatstatus;Producing;Producing/Injecting
WBMS-02;NAM;Boorgatstatus;Producing;Producing/Injecting
WBMS-03;NAM;Boorgatstatus;Producing;Producing/Injecting
WDL-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WDR-01;Rijksopsporing van Delfstoffen;Boorgatstatus;Plugged and abandoned;Abandoned
WDV-01;NAM;Boorgatstatus;Producing;Producing/Injecting
WDV-03;NAM;Boorgatstatus;Producing;Producing/Injecting
WDV-05;NAM;Boorgatstatus;Producing;Producing/Injecting
WED-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WED-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WED-03;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WEP-01;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
WES-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WFM-01;NAM;Boorgatstatus;Completed to well;Suspended
WFM-02;NAM;Boorgatstatus;-;Producing/Injecting
WGD-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WGF-01;Total;Boorgatstatus;Plugged and abandoned;Abandoned
WGRT-01;TAQA;Boorgatstatus;Plugged and abandoned;Abandoned
WHM-01;TAQA;Boorgatstatus;Plugged and abandoned;Abandoned
WIM-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WIR-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WIT-01-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WIT-03;NAM;Boorgatstatus;Producing;Producing/Injecting
WLK-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WLO-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WMR-01;Total;Boorgatstatus;Plugged and abandoned;Abandoned
WMS-01;Vermilion;Opdrachtgever;Vermilion;Vermilion Oil & Gas Netherlands B.V.
WMS-01;Vermilion;Huidige eigenaar;Vermilion;Vermilion Energy Netherlands B.V.
WMS-01;Vermilion;Boorgatstatus;Borehole ready;Abandoned
WNR-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WOB-01;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
WOB-01-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WRF-02-S2;NAM;Boorgatstatus;Producing;Producing/Injecting
WRG-02;Vermilion;Boorgatstatus;Producing;Producing/Injecting
WRG-03;Vermilion;Boorgatstatus;Plugged and abandoned;Abandoned
WRM-01;Vermilion;Boorgatstatus;Plugged and abandoned;Abandoned
WRM-02;Vermilion;Boorgatstatus;Plugged and abandoned;Abandoned
WRM-03;Vermilion;Boorgatstatus;Closed-in;Abandoned
WRV-01;TAQA;Boorgatstatus;Plugged and abandoned;Abandoned
WRW-01;Total;Boorgatstatus;Plugged and abandoned;Abandoned
WSE-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WSF-01;Vermilion;Boorgatstatus;Water injecting;Closed-in
WSK-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WSM-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WSM-OBS;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WSN-01;Koninklijke Nederlandse Zoutindustrie;Boorgatstatus;Plugged and abandoned;Abandoned
WSN-02;Koninklijke Nederlandse Zoutindustrie;Boorgatstatus;Plugged and abandoned;Abandoned
WSN-03;Koninklijke Nederlandse Zoutindustrie;Boorgatstatus;Plugged and abandoned;Abandoned
WSN-04;Koninklijke Nederlandse Zoutindustrie;Boorgatstatus;Producing;Producing/Injecting
WSN-05;Koninklijke Nederlandse Zoutindustrie;Boorgatstatus;Producing;Producing/Injecting
WSN-06;Koninklijke Nederlandse Zoutindustrie;Boorgatstatus;Producing;Producing/Injecting
WSN-07;Koninklijke Nederlandse Zoutindustrie;Boorgatstatus;Producing;Producing/Injecting
WSN-08;Koninklijke Nederlandse Zoutindustrie;Boorgatstatus;Producing;Producing/Injecting
WSN-09;Koninklijke Nederlandse Zoutindustrie;Boorgatstatus;Producing;Producing/Injecting
WSN-10;Koninklijke Nederlandse Zoutindustrie;Boorgatstatus;Producing;Producing/Injecting
WSN-11;Koninklijke Nederlandse Zoutindustrie;Boorgatstatus;Producing;Producing/Injecting
WSN-12;Koninklijke Nederlandse Zoutindustrie;Boorgatstatus;Producing;Producing/Injecting
WSN-13;Akzo;Boorgatstatus;Producing;Producing/Injecting
WSN-14;Akzo;Boorgatstatus;Producing;Producing/Injecting
WSN-15;Akzo;Boorgatstatus;Producing;Producing/Injecting
WSP-01;TAQA;Boorgatstatus;Plugged and abandoned;Abandoned
WTD-01-S1;NAM;Boorgatstatus;Producing;Abandoned
WTD-01-S2;NAM;Boorgatstatus;Plugged and abandoned;Producing/Injecting
WTD-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WTN-01;NAM;Huidige eigenaar;NAM;Vermilion Energy Netherlands B.V.
WTN-01;NAM;Boorgatstatus;Plugged back and sidetracked;Technisch mislukt en sidetracked
WTN-01-S1;Vermilion;Huidige eigenaar;Vermilion;Vermilion Energy Netherlands B.V.
WTN-01-S1;Vermilion;Boorgatstatus;Producing;Producing/Injecting
WTS-01;Vermilion;Boorgatstatus;Plugged and abandoned;Abandoned
WTZ-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WWK-01;Wintershall;Huidige eigenaar;Wintershall;Vermilion Energy Netherlands B.V.
WWN-01;Wintershall;Huidige eigenaar;Wintershall;Vermilion Energy Netherlands B.V.
WWN-01-S1;Wintershall;Huidige eigenaar;Wintershall;Vermilion Energy Netherlands B.V.
WWN-01-S1;Wintershall;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
WWN-01-S2;Wintershall;Huidige eigenaar;Wintershall;Vermilion Energy Netherlands B.V.
WWN-01-S2;Wintershall;Boorgatstatus;Producing;Producing/Injecting
WWN-02;NAM;Huidige eigenaar;NAM;Vermilion Energy Netherlands B.V.
WWN-02-S1;NAM;Huidige eigenaar;NAM;Vermilion Energy Netherlands B.V.
WWN-02-S1;NAM;Boorgatstatus;Plugged back and sidetracked;Technisch mislukt en sidetracked
WWN-02-S2;NAM;Huidige eigenaar;NAM;Vermilion Energy Netherlands B.V.
WWN-02-S2;NAM;Boorgatstatus;Plugged back and sidetracked;Technisch mislukt en sidetracked
WWN-02-S3;NAM;Opdrachtgever;NAM;Clyde
WWN-02-S3;NAM;Huidige eigenaar;NAM;Vermilion Energy Netherlands B.V.
WWN-02-S3;NAM;Boorgatstatus;Plugged back;Producing/Injecting
WWN-02-S3;NAM;UWI;5368;3799
WWN-02-S3;NAM;NITG nummer;B44H0735;B44H0295
WWN-02-S3;NAM;Einddatum;11-11-1991;23-12-1991
WWN-02-S3;NAM;Startdatum;07-11-1991;11-11-1991
WWN-03;Northern Petroleum;Huidige eigenaar;Northern Petroleum;Vermilion Energy Netherlands B.V.
WWN-03;Northern Petroleum;Boorgatstatus;Closed-in;Producing/Injecting
WWS-01;Wintershall;Huidige eigenaar;Wintershall;Vermilion Energy Netherlands B.V.
WWS-01-S1;Wintershall;Huidige eigenaar;Wintershall;Vermilion Energy Netherlands B.V.
WWS-01-S1;Wintershall;Boorgatstatus;Closed-in;Producing/Injecting
WWS-02;Wintershall;Huidige eigenaar;Wintershall;Vermilion Energy Netherlands B.V.
WWS-02;Wintershall;Boorgatstatus;Closed-in;Producing/Injecting
WYH-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WYK-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WYK-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WYK-02-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WYK-03;NAM;Boorgatstatus;Closed-in;Abandoned
WYK-04;NAM;Boorgatstatus;Plugged and abandoned;Plugged back and sidetracked
WYK-04-S1;NAM;Boorgatstatus;Producing;Producing/Injecting
WYK-05;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WYK-05-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WYK-05-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WYK-06;NAM;Boorgatstatus;Producing;Producing/Injecting
WYK-07;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WYK-08;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WYK-09;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WYK-10;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WYK-11;NAM;Boorgatstatus;Producing;Producing/Injecting
WYK-12;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WYK-15-S1;NAM;Einddatum;10-08-1977;23-08-1977
WYK-16;NAM;Boorgatstatus;Producing;Producing/Injecting
WYK-17-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WYK-17-S2;NAM;Boorgatstatus;Producing;Producing/Injecting
WYK-18;NAM;Boorgatstatus;Closed-in;Abandoned
WYK-21;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WYK-23;NAM;Boorgatstatus;Producing;Producing/Injecting
WYK-25;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WYK-25-VE;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
WYK-29;NAM;Boorgatstatus;Producing;Producing/Injecting
WYK-30;NAM;Boorgatstatus;Producing;Producing/Injecting
WYK-32;NAM;Boorgatstatus;Producing;Producing/Injecting
WYK-33;NAM;Boorgatstatus;Plugged back and sidetracked;Technisch mislukt en sidetracked
WYK-34;NAM;Boorgatstatus;Producing;Producing/Injecting
WYK-35;NAM;Boorgatstatus;-;Producing/Injecting
ZAD-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZAD-01;NAM;Einddatum;10-05-1948;02-05-1948
ZDW-01;Vermilion;Boorgatstatus;Closed-in;Abandoned
ZDW-02;Vermilion;Boorgatstatus;Plugged and abandoned;Abandoned
ZDW-A-01;Vermilion;Boorgatstatus;Producing;Technisch mislukt en sidetracked
ZDW-A-01-S1;Vermilion;Boorgatstatus;Producing;Producing/Injecting
ZDW-A-02;Vermilion;Boorgatstatus;Producing;Producing/Injecting
ZDW-A-04;Vermilion;Boorgatstatus;Producing;Producing/Injecting
ZDW-A-05;Vermilion;Boorgatstatus;Closed-in;Producing/Injecting
ZDW-A-06;Vermilion;Boorgatstatus;Closed-in;Producing/Injecting
ZDW-A-07;Vermilion;Boorgatstatus;Closed-in;Producing/Injecting
ZDW-A-08;Vermilion;Boorgatstatus;Producing;Plugged back and sidetracked
ZDW-A-08-VE;Vermilion;Boorgatstatus;Producing;Producing/Injecting
ZDW-A-09;Vermilion;Boorgatstatus;Closed-in;Producing/Injecting
ZDW-A-10-S1;Vermilion;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
ZED-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZEW-01;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
ZLV-01;NAM;Boorgatstatus;Producing;Producing/Injecting
ZLV-02;NAM;Boorgatstatus;Producing;Producing/Injecting
ZLV-05;NAM;Boorgatstatus;Producing;Producing/Injecting
ZND-02;NAM;Boorgatstatus;Plugged and abandoned;Plugged back and sidetracked
ZND-02-S1;NAM;Boorgatstatus;Producing;Producing/Injecting
ZND-03;NAM;Boorgatstatus;Producing;Producing/Injecting
ZND-04;NAM;Boorgatstatus;Producing;Producing/Injecting
ZND-05;NAM;Boorgatstatus;Producing;Producing/Injecting
ZND-07;NAM;Boorgatstatus;Producing;Producing/Injecting
ZND-08;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZND-08-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZND-08-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZND-09;NAM;Boorgatstatus;Plugged and abandoned;Plugged back and sidetracked
ZND-09-S1;NAM;Boorgatstatus;Producing;Producing/Injecting
ZND-10;NAM;Boorgatstatus;Producing;Producing/Injecting
ZND-11-S1;NAM;Boorgatstatus;Plugged back and sidetracked;Technisch mislukt en sidetracked
ZND-12;NAM;Boorgatstatus;Plugged and abandoned;Technisch mislukt en sidetracked
ZND-12-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZND-12-S2;NAM;Boorgatstatus;Producing;Producing/Injecting
ZOM-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-02-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-03;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-04;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-05;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-06;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-06-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-07;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-08;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-09;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-10;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-10-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-10-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-12;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-12-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-13;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-14;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
ZOM-14-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-15;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-15-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-16;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-16-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-17;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
ZOM-17-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-18;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-19;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-20;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-20-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-21;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
ZOM-21-S1;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
ZOM-21-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-22;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-23;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-24;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-24-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-24-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-26;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ZOM-27;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
